src_row,src_col,weight_row,weight_col,threads,skew,src_mem_kb,total_mem_mb,execution_time,S1,cacheinput,noamx,blockinfo
1603,1603,1603,1603,12,1,5024,235.5,0.319881,0.318299,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=7, N_chunk_elems=256, num_N_blocks=26, N_chunk_size=4,K values: K=1603, K_blk=32, K_tail=4, K_chunks=1, K_chunk_elems=1632,
7157,7157,7157,7157,1,1,100048,4689.75,173.527,174.55,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,2,1,100048,4689.75,88.5327,88.5157,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,3,1,100048,4689.75,62.2745,63.831,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,4,1,100048,4689.75,49.3012,50.3362,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,5,1,100048,4689.75,40.7299,41.4962,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,6,1,100048,4689.75,34.5106,35.1016,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,7,1,100048,4689.75,29.8521,30.4523,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,8,1,100048,4689.75,26.5321,26.8788,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,9,1,100048,4689.75,23.9892,24.2391,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
